ganancias,titulo_pelicula,vote_average,vote_count,mes_estreno,dia_semana,year_estreno
0,saving god,6.0,2,enero,martes,2008
0,captain from castile,7.4,5,diciembre,jueves,1947
0,one of our aircraft is missing,6.4,10,abril,viernes,1942
0,best worst movie,7.4,49,enero,jueves,2009
0,the special relationship,5.7,15,mayo,sabado,2010
0,three comrades,7.0,3,junio,viernes,1938
698491300,the twilight saga: eclipse,5.9,2382,junio,miercoles,2010
5024782,solitary man,5.8,85,septiembre,lunes,2009
754249,enter the void,7.2,397,mayo,martes,2009
0,the cry of the owl,5.5,29,febrero,sabado,2009
0,the world according to monsanto,7.5,15,enero,martes,2008
0,dream wife,3.9,6,junio,viernes,1953
0,tennessee,5.8,3,abril,sabado,2008
318502900,the last airbender,4.7,1180,junio,miercoles,2010
0,when father was away on business,6.7,27,mayo,miercoles,1985
0,a big hand for the little lady,6.0,21,mayo,martes,1966
0,state of siege,6.7,19,diciembre,sabado,1972
0,whirlpool,5.6,16,noviembre,lunes,1949
0,little lili,5.6,7,agosto,miercoles,2003
0,didier,5.7,76,enero,martes,1997
0,grande ecole,6.0,12,febrero,miercoles,2004
0,fat people,5.6,14,septiembre,viernes,2009
0,this happy breed,6.6,11,junio,jueves,1944
0,yella,6.0,16,febrero,miercoles,2007
0,destricted,4.8,12,septiembre,viernes,2006
0,culloden,7.5,11,mayo,domingo,1964
0,cool air,3.8,6,noviembre,viernes,2006
0,the rain people,5.5,10,agosto,miercoles,1969
0,endgame,6.1,14,enero,domingo,2009
0,dead air,5.3,12,enero,martes,2009
0,the rolling stones: stones in exile,5.6,4,mayo,viernes,2010
0,les cousins,6.6,16,marzo,miercoles,1959
0,gumshoe,7.1,7,diciembre,miercoles,1971
0,salvador (puig antich),6.5,18,mayo,martes,2006
0,slam dunk ernest,4.2,11,junio,martes,1995
0,secrets of women,6.0,6,noviembre,lunes,1952
0,empire of dreams: the story of the star wars trilogy,7.1,22,septiembre,domingo,2004
0,south park: imaginationland,7.9,75,marzo,martes,2008
0,marie and bruce,4.5,4,enero,lunes,2004
0,kurt cobain: about a son,7.1,22,enero,martes,2006
0,hold back the dawn,6.3,9,septiembre,viernes,1941
0,the gazebo,8.7,3,diciembre,miercoles,1959
0,we stand alone together,5.3,2,noviembre,sabado,2001
126248820,predators,6.0,1231,julio,sabado,2010
0,far north,6.0,20,agosto,jueves,2007
0,"manson, my name is evil",4.7,7,septiembre,lunes,2009
0,thank your lucky stars,6.8,8,septiembre,sabado,1943
0,when you're strange,7.5,45,enero,sabado,2009
543514000,despicable me,7.1,6595,julio,jueves,2010
0,so proudly we hail,5.7,5,septiembre,miercoles,1943
0,irene in time,1.0,1,junio,viernes,2009
0,captains of the clouds,6.9,5,febrero,sabado,1942
0,the girl of the golden west,3.8,2,marzo,viernes,1938
825532740,inception,8.1,14075,julio,miercoles,2010
271430180,grown ups,6.0,1746,junio,jueves,2010
215283740,the sorcerer's apprentice,5.9,1526,julio,martes,2010
0,tokyo zombie,6.1,15,diciembre,sabado,2005
0,creepshow 3,3.8,30,mayo,martes,2007
261930430,knight and day,5.9,1583,junio,martes,2010
0,the greatest,6.2,36,enero,sabado,2009
0,roadracers,5.4,22,julio,viernes,1994
0,the fastest gun alive,6.3,13,julio,jueves,1956
0,nightwatching,6.6,15,septiembre,jueves,2007
0,fear city,5.8,13,julio,miercoles,1984
0,sade,6.2,8,agosto,miercoles,2000
0,the good guy,5.4,60,abril,sabado,2009
0,like minds,6.7,34,agosto,jueves,2006
317000,the yellow handkerchief,6.4,53,diciembre,miercoles,2008
0,zigeunerweisen,6.4,9,abril,martes,1980
34705850,the kids are all right,6.5,512,julio,viernes,2010
0,perestroika,3.0,2,marzo,viernes,2009
0,a serbian film,5.5,408,junio,miercoles,2010
0,cherrybomb,6.0,43,febrero,domingo,2009
6629178,batman: under the red hood,7.6,459,julio,martes,2010
293329100,salt,6.2,2125,julio,miercoles,2010
0,the hamster factor and other tales of twelve monkeys,6.1,9,enero,miercoles,1997
178174,winnebago man,6.5,38,marzo,sabado,2009
0,crime of passion,6.4,10,enero,miercoles,1957
0,beware of the car!,7.2,24,enero,sabado,1966
0,downstairs,6.6,5,agosto,sabado,1932
0,dark island,3.4,12,mayo,sabado,2010
3547209,mr. nobody,7.9,1616,septiembre,viernes,2009
0,play dirty,6.1,12,enero,miercoles,1969
0,telstar: the joe meek story,5.9,8,mayo,sabado,2009
0,in a day,7.1,9,marzo,miercoles,2006
86387860,dinner for schmucks,5.5,542,julio,viernes,2010
93246380,nanny mcphee and the big bang,6.0,450,marzo,viernes,2010
0,mid-august lunch,7.0,27,abril,miercoles,2008
0,the northerners,7.0,12,abril,viernes,1992
0,"olivier, olivier",6.5,7,enero,miercoles,1992
0,taking off,6.2,19,mayo,lunes,1971
0,safe sex,7.1,7,enero,viernes,1999
0,uro,7.0,8,agosto,viernes,2006
0,the town that dreaded sundown,6.1,48,septiembre,domingo,1976
0,amar akbar anthony,6.9,16,enero,domingo,1977
0,farsan,4.1,14,febrero,viernes,2010
0,the man from london,7.1,19,enero,jueves,2008
0,human desire,6.4,14,agosto,jueves,1954
0,the bugs bunny/road runner movie,6.7,29,septiembre,domingo,1979
0,hellsinki,6.4,18,enero,viernes,2009
0,little nicholas,5.9,315,septiembre,miercoles,2009
0,grotesque,5.1,39,enero,sabado,2009
0,shifty,6.0,15,abril,viernes,2009
36000000,ip man 2,7.2,684,abril,miercoles,2010
0,ramona and beezus,6.2,249,julio,viernes,2010
0,the year of the hare,7.4,4,diciembre,viernes,1977
0,a yank in the r.a.f.,3.7,3,septiembre,viernes,1941
48190704,charlie st. cloud,6.8,589,mayo,sabado,2010
0,the rebound,5.9,224,septiembre,miercoles,2009
170432930,the other guys,6.1,1406,agosto,viernes,2010
0,the lineup,6.9,12,junio,miercoles,1958
0,operation: endgame,5.1,63,julio,martes,2010
0,love in another language,7.6,7,diciembre,viernes,2009
0,"oh, woe is me",7.8,5,septiembre,miercoles,1993
0,the million game,6.0,11,enero,domingo,1970
0,she-wolf of london,6.2,11,mayo,viernes,1946
0,cradle of fear,4.1,22,julio,miercoles,2001
0,the kautokeino rebellion,5.7,10,enero,viernes,2008
0,the family,7.1,18,enero,jueves,1987
0,the terrace,5.7,14,febrero,viernes,1980
0,the desperados,4.5,3,febrero,viernes,1969
0,the l-shaped room,7.2,6,noviembre,martes,1962
0,north west mounted police,6.1,4,enero,martes,1940
0,triage,6.3,44,enero,jueves,2009
0,the two escobars,7.6,14,junio,martes,2010
1040000,invisible agent,5.7,6,julio,viernes,1942
0,paper man,6.0,91,junio,lunes,2009
0,invisible target,6.6,28,enero,lunes,2007
0,mr. bjarnfredarson,6.1,7,diciembre,sabado,2009
274470400,the expendables,6.0,2977,agosto,martes,2010
47664560,scott pilgrim vs. the world,7.2,2185,julio,martes,2010
1000000,animal kingdom,6.7,240,junio,jueves,2010
0,the exploding girl,6.4,15,abril,miercoles,2009
0,facing ali,7.5,12,enero,jueves,2009
0,pretty bird,5.0,8,agosto,viernes,2008
0,raajneeti,6.1,18,junio,viernes,2010
0,the return of frank james,6.2,10,agosto,viernes,1940
0,moloch,5.6,10,mayo,viernes,1999
0,the story of my life,6.4,17,septiembre,miercoles,2004
0,crossworlds,4.6,17,enero,miercoles,1996
6814789,centurion,6.0,394,febrero,lunes,2010
0,i killed my mother,7.7,320,junio,viernes,2009
744816,life during wartime,6.3,30,enero,sabado,2009
0,lion's den,6.4,18,mayo,jueves,2008
0,that most important thing: love,7.5,19,febrero,miercoles,1975
27412220,pope joan,6.5,93,enero,jueves,2009
0,cluny brown,5.8,12,mayo,miercoles,1946
0,babies,7.0,52,mayo,viernes,2010
0,the green room,6.5,14,abril,miercoles,1978
0,captain conan,6.2,8,enero,miercoles,1996
0,easy living,6.1,13,julio,viernes,1937
0,like it is,5.5,11,abril,viernes,1998
0,spider forest,6.7,33,septiembre,viernes,2004
0,what goes up,5.2,13,mayo,viernes,2009
0,black water,5.9,67,junio,viernes,2007
0,heartless,6.2,68,noviembre,sabado,2009
83188170,piranha 3d,5.3,599,agosto,viernes,2010
0,fc venus,5.6,10,abril,miercoles,2006
34100000,the extraordinary adventures of adele blanc-sec,5.9,325,abril,viernes,2010
0,get low,6.5,100,enero,viernes,2010
0,la danse: the paris opera ballet,8.0,5,enero,miercoles,2009
0,according to greta,6.0,67,noviembre,miercoles,2009
0,center stage : turn it up,6.5,54,enero,jueves,2008
0,tony manero,6.6,21,agosto,jueves,2008
0,fate is the hunter,7.0,5,noviembre,domingo,1964
0,the mating season,6.6,7,enero,viernes,1951
179943,terribly happy,6.3,24,julio,martes,2008
0,the eclipse,6.1,15,abril,viernes,2009
7022728,the joneses,6.1,212,septiembre,domingo,2009
0,the love parade,4.6,7,noviembre,martes,1929
0,the girl on the train,5.6,10,marzo,miercoles,2009
0,pyaar impossible,4.6,12,enero,viernes,2010
0,the rains came,5.7,3,septiembre,viernes,1939
0,gainsbourg: a heroic life,7.0,88,enero,miercoles,2010
0,wild grass,5.8,23,mayo,miercoles,2009
0,giallo,4.2,38,marzo,sabado,2010
125400,gaby: a true story,3.5,2,enero,viernes,1987
0,miss sadie thompson,5.0,5,diciembre,miercoles,1953
967000,tekken,5.2,185,marzo,sabado,2010
0,the president's man,3.4,11,enero,sabado,2000
0,the wedding photographer,6.3,16,enero,viernes,2009
0,don quixote,5.3,3,abril,sabado,2000
823258,narco,6.1,43,diciembre,miercoles,2004
0,blood into wine,6.5,8,febrero,viernes,2010
0,deadly circuit,6.2,10,marzo,miercoles,1983
0,something like happiness,6.7,3,junio,miercoles,2005
0,dragon ball z: dead zone,6.4,93,junio,jueves,1989
0,retribution,5.7,23,septiembre,domingo,2006
67738090,the last exorcism,5.6,330,agosto,viernes,2010
0,mother joan of the angels,7.2,21,febrero,jueves,1961
0,san pietro,6.4,11,mayo,jueves,1945
0,"dance, girl, dance",5.6,11,agosto,viernes,1940
0,black girl,7.6,15,enero,sabado,1966
65464324,the american,5.8,488,agosto,martes,2010
0,kisses,5.8,7,julio,martes,1957
0,jackass 2.5,5.8,140,diciembre,martes,2007
0,the christmas toy,4.8,7,diciembre,sabado,1986
0,the wildcat,6.3,3,abril,jueves,1921
0,the trials of oscar wilde,6.3,7,mayo,domingo,1960
0,urban menace,3.5,2,septiembre,martes,1999
0,cartoon all-stars to the rescue,6.0,5,abril,sabado,1990
0,the horde,5.7,104,agosto,viernes,2009
49830610,the switch,5.9,599,mayo,martes,2010
0,golem,5.9,7,marzo,martes,1980
0,elephants dream,6.0,28,marzo,viernes,2006
0,gasland,7.4,52,enero,domingo,2010
0,fear and desire,5.1,66,abril,miercoles,1953
0,dirty ho,6.9,10,abril,sabado,1979
0,visual acoustics,7.8,4,enero,viernes,2009
0,hated:  gg allin & the murder junkies,7.3,16,enero,sabado,1994
31327900,machete,6.3,1171,septiembre,miercoles,2010
159291800,step up 3d,6.6,595,agosto,miercoles,2010
0,smart money,6.9,8,julio,sabado,1931
0,tarzan's magic fountain,5.5,2,febrero,sabado,1949
0,the truth,5.7,6,mayo,jueves,2010
0,release the prisoners to spring,5.8,9,diciembre,sabado,1975
0,the moon is blue,6.1,10,julio,miercoles,1953
0,love letters,3.8,4,enero,viernes,1945
0,comrade x,6.3,4,diciembre,viernes,1940
0,babes on broadway,6.6,10,diciembre,miercoles,1941
0,the street with no name,6.2,12,julio,miercoles,1948
0,it's a great feeling,6.3,7,agosto,lunes,1949
0,the joker is wild,8.7,3,septiembre,jueves,1957
0,the reincarnation of peter proud,5.9,7,abril,viernes,1975
0,the worthless,6.1,5,enero,viernes,1982
0,blood river,5.1,10,enero,jueves,2009
0,abandoned,4.9,41,agosto,martes,2010
0,still bill,7.0,1,enero,miercoles,2010
0,homecoming,5.6,35,julio,viernes,2009
0,beach red,6.4,9,agosto,jueves,1967
0,a song to remember,6.3,4,enero,viernes,1945
0,arch of triumph,5.3,6,febrero,martes,1948
80547864,vampires suck,4.2,326,agosto,miercoles,2010
0,young again,6.0,2,mayo,domingo,1986
0,men in the city,5.7,51,septiembre,miercoles,2009
0,symbol,6.9,28,septiembre,sabado,2009
0,preacher's kid,5.6,9,enero,viernes,2010
0,the new country,7.3,4,noviembre,viernes,2000
0,sopyonje,7.8,9,abril,sabado,1993
0,heroes for sale,6.3,6,junio,sabado,1933
0,western union,5.4,17,febrero,viernes,1941
0,the pornographer,4.5,14,septiembre,sabado,2001
0,palermo shooting,5.1,14,noviembre,jueves,2008
0,our relations,7.2,17,enero,viernes,1936
0,the hunchback,2.8,3,marzo,domingo,1997
0,someone's watching me!,6.0,22,noviembre,lunes,1978
0,sue,8.2,3,enero,miercoles,1997
0,hungry wives,5.4,12,mayo,lunes,1972
0,prinsessa,5.9,9,septiembre,jueves,2010
0,long weekend,6.6,39,enero,sabado,1978
224920320,the social network,7.1,3492,septiembre,jueves,2010
0,few of us,7.3,4,septiembre,miercoles,1996
0,superman/batman: apocalypse,7.0,171,septiembre,martes,2010
0,otis,5.6,25,marzo,viernes,2008
0,a man vanishes,7.1,6,julio,sabado,1967
0,the married woman,7.1,21,diciembre,viernes,1964
154026140,the town,7.0,1516,septiembre,miercoles,2010
0,kapo,6.6,9,septiembre,martes,1960
0,the phenix city story,6.3,13,agosto,domingo,1955
0,infestation,5.9,81,febrero,jueves,2009
74952300,easy a,6.7,2282,septiembre,viernes,2010
204594020,eat pray love,5.8,655,agosto,jueves,2010
617000,howl,6.8,68,agosto,jueves,2010
0,camp hell,3.4,17,agosto,viernes,2010
0,blue gold: world water wars,6.2,5,enero,jueves,2008
0,come blow your horn,5.0,3,junio,miercoles,1963
0,i'm still here,6.3,103,septiembre,viernes,2010
56299,"patrik, age 1.5",6.5,35,septiembre,viernes,2008
1755212,flipped,7.4,426,agosto,viernes,2010
0,hubble 3d,6.7,41,marzo,viernes,2010
134748020,wall street: money never sleeps,5.8,504,septiembre,jueves,2010
0,phaedra,5.3,5,enero,lunes,1962
0,tumbledown,5.2,3,mayo,domingo,1988
0,buster keaton: a hard act to follow,7.7,3,septiembre,miercoles,1987
0,mister buddwing,5.0,1,julio,viernes,1966
140073390,legend of the guardians: the owls of ga'hoole,6.5,715,julio,sabado,2010
112483760,cats & dogs 2 : the revenge of kitty galore,4.9,122,julio,viernes,2010
0,what's the matter with helen?,5.9,9,junio,miercoles,1971
0,broadway melody of 1936,5.3,3,septiembre,viernes,1935
0,boy on a dolphin,6.5,4,abril,jueves,1957
0,lone wolf and cub: white heaven in hell,7.1,29,enero,martes,1974
0,lone wolf and cub: baby cart in the land of demons,6.8,32,enero,lunes,1973
0,the missing person,6.4,9,enero,viernes,2009
0,amigo,6.0,2,julio,miercoles,2010
0,beneath the 12-mile reef,5.6,8,diciembre,miercoles,1953
0,the oscar,6.3,3,marzo,viernes,1966
0,the big risk,6.3,15,marzo,miercoles,1960
0,monga,6.7,16,febrero,viernes,2010
6491240,it's kind of a funny story,6.9,691,julio,martes,2010
0,mudhoney,7.5,9,mayo,martes,1965
0,abel,6.7,11,febrero,jueves,1986
0,middle men,6.5,94,mayo,domingo,2009
0,ricky,5.1,27,febrero,miercoles,2009
0,the poughkeepsie tapes,5.6,67,abril,viernes,2007
0,tree without leaves,6.2,6,noviembre,sabado,1986
111731,saint john of las vegas,5.9,18,junio,miercoles,2009
0,tamara drewe,5.8,142,julio,miercoles,2010
2,tere naam,6.4,18,agosto,viernes,2003
18000,every day,5.2,30,enero,jueves,2010
0,"thank you, mr. moto",5.1,5,diciembre,viernes,1937
0,red bear,6.5,6,mayo,jueves,2002
0,the night strangler,6.5,11,enero,martes,1973
0,twilight's last gleaming,5.9,8,febrero,miercoles,1977
0,dark night of the scarecrow,6.4,42,enero,sabado,1981
0,remarkable power,5.0,1,enero,martes,2008
0,my girlfriend's boyfriend,6.1,45,abril,jueves,2010
24145612,let me in,6.7,656,enero,viernes,2010
0,sintel,7.4,71,septiembre,jueves,2010
0,big buck bunny,6.2,58,abril,jueves,2008
60251372,secretariat,6.8,103,agosto,viernes,2010
0,lake mungo,6.1,90,junio,martes,2008
33583176,devil,5.8,836,enero,miercoles,2010
0,looking for cheyenne,6.2,3,abril,viernes,2005
32005248,you again,6.0,380,septiembre,viernes,2010
105610130,life as we know it,6.6,873,enero,sabado,2010
3045943,catfish,6.5,201,septiembre,viernes,2010
0,you will meet a tall dark stranger,5.8,254,mayo,domingo,2010
0,collision,6.0,3,enero,martes,2009
0,dark house,4.8,12,abril,domingo,2009
9479718,stone,5.2,195,enero,jueves,2010
0,grimm love,5.0,27,agosto,domingo,2006
0,naughty marietta,3.0,3,marzo,viernes,1935
0,the hawaiians,5.9,4,junio,miercoles,1970
7871522,inside job,7.7,287,enero,viernes,2010
0,leaving,5.8,23,agosto,miercoles,2009
4242978,monsters,6.2,597,junio,viernes,2010
0,dragonlance: dragons of autumn twilight,5.2,11,enero,martes,2008
0,david cross: bigger and blackerer,6.1,7,mayo,martes,2010
6732980,conviction,7.0,195,septiembre,sabado,2010
55125,dirty girl,6.4,71,septiembre,domingo,2010
0,the card,6.8,8,febrero,lunes,1952
9455232,never let me go,6.8,755,septiembre,miercoles,2010
0,countdown,2.9,4,febrero,jueves,1968
0,rogue cop,6.5,3,septiembre,viernes,1954
0,to the limit,6.8,3,febrero,viernes,2007
0,the hedgehog,7.0,80,julio,viernes,2009
0,autumn ball,5.5,11,septiembre,jueves,2007
0,worlds apart,6.2,11,febrero,viernes,2008
0,an american affair,7.0,8,noviembre,jueves,2008
0,martha,7.6,8,mayo,lunes,1974
0,massacre at central high,6.3,7,septiembre,miercoles,1976
0,love is colder than death,6.4,11,enero,viernes,1970
0,the family friend,6.5,43,enero,domingo,2006
0,the long and short of it,6.7,7,enero,miercoles,2003
0,the temptation of st. tony,7.5,14,enero,sabado,2009
0,lost boys: the thirst,5.4,46,mayo,miercoles,2010
539957,kaboom,5.5,113,agosto,domingo,2010
0,morning patrol,6.1,6,enero,jueves,1987
0,luck by chance,6.6,18,marzo,viernes,2009
0,tales from the script,6.7,13,enero,sabado,2009
0,imax mummies secrets of the pharohs,6.9,10,mayo,viernes,2007
0,el padrecito,6.3,4,septiembre,jueves,1964
0,adelheid,6.7,6,abril,lunes,1970
6900000,peepli [live],7.7,17,agosto,viernes,2010
0,the girl said no,3.5,2,marzo,sabado,1930
0,tube tales,4.6,4,enero,viernes,1999
98017,rubber,5.7,252,julio,viernes,2010
0,seven days,6.2,51,junio,martes,2010
0,in my sleep,5.7,13,abril,viernes,2010
0,hamlet goes business,5.7,11,agosto,viernes,1987
0,barefoot gen 2,5.2,8,junio,sabado,1986
0,the early years: erik nietzsche part 1,4.9,5,diciembre,martes,2007
117224270,jackass 3d,6.4,434,enero,viernes,2010
1422910,restrepo,7.3,117,junio,viernes,2010
0,road train,3.5,34,mayo,viernes,2010
0,waiting for 'superman',6.9,45,septiembre,viernes,2010
0,suzy,5.2,5,julio,lunes,1936
0,the disappeared,6.2,10,enero,martes,2008
0,the frogmen,5.1,6,enero,jueves,1951
0,in a better world,7.3,116,agosto,jueves,2010
19829956,my soul to take,5.2,150,enero,viernes,2010
0,south of the border,5.0,10,septiembre,lunes,2009
0,the architect,5.4,8,diciembre,viernes,2006
0,eyes wide open,5.4,22,mayo,miercoles,2009
0,borderland,5.2,53,noviembre,viernes,2007
0,a day in the life,6.0,2,julio,martes,2009
0,it rains in my village,6.6,5,enero,lunes,1968
0,the olsen gang,6.5,13,enero,viernes,1968
0,the employment,6.8,20,enero,martes,2008
5285197,whisper,6.2,62,noviembre,martes,2007
0,there was a father,7.5,14,abril,miercoles,1942
0,the perfect human,7.2,10,enero,domingo,1967
47355188,heartbreaker,6.5,388,marzo,miercoles,2010
41424068,of gods and men,6.5,93,mayo,martes,2010
0,eastern plays,6.4,8,enero,viernes,2009
0,bombshell,6.4,7,enero,viernes,1933
0,the gendarme gets married,6.5,80,enero,miercoles,1968
0,voyage to cythera,5.9,10,abril,sabado,1984
0,le amiche,6.9,11,noviembre,viernes,1955
177512030,paranormal activity 2,5.7,734,enero,miercoles,2010
0,r,6.6,15,abril,jueves,2010
0,born to raise hell,4.0,22,enero,martes,2010
0,the maze,5.0,6,enero,martes,2010
0,the haunted castle,6.2,6,abril,jueves,1921
62985,heartbeats,7.4,265,mayo,domingo,2010
0,the countess,5.5,41,febrero,lunes,2009
0,the last american hero,5.0,9,enero,lunes,1973
0,tenderness,5.8,31,enero,jueves,2009
0,tree of knowledge,7.2,10,junio,sabado,1981
105197630,hereafter,5.8,517,enero,viernes,2010
265318,black death,5.9,252,junio,lunes,2010
0,afterwards,5.7,41,enero,miercoles,2008
0,undisputed iii : redemption,7.3,182,mayo,sabado,2010
0,the olsen gang on the track,7.3,14,septiembre,viernes,1975
136150430,saw: the final chapter,5.8,758,enero,jueves,2010
211780830,due date,6.2,1737,noviembre,jueves,2010
321887200,megamind,6.7,1968,enero,jueves,2010
0,der fuehrer's face,6.2,17,enero,viernes,1943
0,the witch who came from the sea,5.9,11,febrero,viernes,1976
0,quality street,6.5,2,marzo,viernes,1937
0,strike up the band,5.8,6,septiembre,viernes,1940
0,the singing nun,6.0,6,abril,sabado,1966
327803740,black swan,7.3,4562,diciembre,jueves,2010
0,you'll find out,5.4,6,noviembre,viernes,1940
0,bloodbrothers,6.1,4,septiembre,jueves,1978
0,tribute,5.3,3,diciembre,domingo,1980
0,the horse boy,5.5,2,noviembre,miercoles,2009
0,a turtle's tale: sammy's adventures,5.6,153,agosto,martes,2010
538000,jack goes boating,6.1,39,septiembre,jueves,2010
0,flame of barbary coast,5.3,6,mayo,lunes,1945
0,woman in the moon,6.7,16,enero,lunes,1929
0,flamingo road,6.6,8,mayo,viernes,1949
0,deep end,6.8,38,septiembre,martes,1970
0,ten minutes older: the cello,6.6,8,septiembre,martes,2002
0,awaara,6.1,9,abril,sabado,1951
0,roman,5.3,8,julio,viernes,2006
0,i shot jesse james,6.4,14,febrero,sabado,1949
0,comanche station,6.2,24,marzo,martes,1960
0,habit,6.3,7,agosto,sabado,1996
0,ploy,6.0,11,mayo,lunes,2007
0,'r xmas,5.3,3,enero,jueves,2001
0,lourdes,6.3,13,septiembre,viernes,2009
0,four nights with anna,5.2,7,julio,jueves,2008
0,scared shrekless,6.3,80,enero,jueves,2010
0,tales of an ancient empire,2.5,7,julio,sabado,2010
0,how i ended this summer,6.1,37,febrero,miercoles,2010
0,menilmontant,7.8,17,enero,sabado,1926
0,witch way love,5.5,21,marzo,miercoles,1997
0,the king of fighters,3.9,25,noviembre,miercoles,2009
0,uncle boonmee who can recall his past lives,6.5,72,mayo,viernes,2010
0,the man who could work miracles,4.4,4,febrero,miercoles,1936
0,certified copy,7.4,90,mayo,martes,2010
51148652,the next three days,6.9,927,noviembre,jueves,2010
0,somewhere,6.0,212,septiembre,viernes,2010
0,agnosia,5.0,16,septiembre,domingo,2010
3453043,wild target,6.4,218,junio,jueves,2010
0,vlad the impaler: the true life of dracula,6.7,6,enero,lunes,1979
871279,carlos,6.7,50,mayo,miercoles,2010
25147786,biutiful,7.1,299,enero,miercoles,2010
0,katalin varga,7.0,16,julio,viernes,2009
0,eden is west,6.1,16,febrero,miercoles,2009
0,the first beautiful thing,7.0,79,enero,viernes,2010
954305860,harry potter and the deathly hallows: part 1,7.5,5708,enero,domingo,2010
414211550,the king's speech,7.6,2817,septiembre,lunes,2010
591794940,tangled,7.4,3419,noviembre,miercoles,2010
0,the last sunset,6.5,13,junio,martes,1961
0,the lost skeleton returns again,7.0,9,agosto,martes,2010
0,the art of the steal,6.8,19,enero,jueves,2009
0,missing in america,6.1,10,enero,sabado,2005
0,linewatch,4.8,8,enero,martes,2008
93617010,the fighter,7.2,1512,diciembre,viernes,2010
123820,the romantics,4.8,83,septiembre,viernes,2010
0,the world unseen,7.3,22,septiembre,domingo,2007
0,my ain folk,7.3,7,diciembre,sabado,1973
0,red: werewolf hunter,4.3,18,enero,sabado,2010
453079,the extra man,5.9,29,agosto,domingo,2010
88335,crazy on the outside,5.2,33,enero,viernes,2010
0,the reef,5.4,132,mayo,sabado,2010
0,a lesson in love,6.7,7,enero,lunes,1954
0,all these women,5.7,8,enero,miercoles,1964
0,cocaine cowboys ii: hustlin' with the godmother,6.3,18,julio,martes,2008
0,the tillman story,7.7,19,agosto,domingo,2010
0,the loved ones,6.6,208,septiembre,domingo,2009
0,little red flowers,5.8,14,abril,sabado,2006
0,hitch hike,6.5,22,abril,sabado,1977
0,dishonored,6.8,12,abril,sabado,1931
1083683,casino jack,6.0,94,septiembre,jueves,2010
0,the devil to pay!,4.7,3,diciembre,sabado,1930
0,farewell,6.3,34,septiembre,viernes,2009
0,to paint or make love,7.0,7,agosto,miercoles,2005
0,let it rain,5.5,16,septiembre,miercoles,2008
0,london river,6.2,21,febrero,lunes,2009
0,police,5.8,14,septiembre,miercoles,1985
0,underworld u.s.a.,6.6,12,mayo,sabado,1961
0,vincent wants to sea,7.0,49,abril,miercoles,2010
4644108,london boulevard,5.7,261,noviembre,miercoles,2010
66821036,skyline,4.7,516,noviembre,jueves,2010
293500,karthik calling karthik,5.9,22,febrero,sabado,2010
0,against the current,5.6,8,enero,domingo,2009
0,reverse,7.7,3,noviembre,jueves,2009
0,the verdict,5.4,9,noviembre,sabado,1946
0,the passionate friends,7.1,5,enero,miercoles,1949
0,men in war,7.1,12,marzo,martes,1957
0,not forgotten,5.3,23,septiembre,viernes,2009
0,the brotherhood,5.4,5,diciembre,domingo,1968
0,alone in the wilderness,8.0,27,enero,viernes,2004
81010,bunny and the bull,6.5,23,noviembre,viernes,2009
43165572,beastly,5.9,878,enero,viernes,2011
0,get educated: paathshaala,3.5,2,abril,viernes,2010
0,august underground's mordum,3.5,21,enero,miercoles,2003
102820010,love & other drugs,6.6,1268,noviembre,lunes,2010
415686200,the chronicles of narnia: the voyage of the dawn treader,6.2,1555,agosto,viernes,2010
416498,tiny furniture,5.6,60,noviembre,viernes,2010
0,a high wind in jamaica,5.5,9,junio,viernes,1965
0,if i had a million,5.3,4,diciembre,viernes,1932
0,it lives again,4.9,17,mayo,miercoles,1978
0,track of the cat,4.1,7,noviembre,sabado,1954
0,intruder in the dust,7.8,4,noviembre,martes,1949
278731360,the tourist,6.0,1744,diciembre,miercoles,2010
0,chatroom,5.9,113,agosto,miercoles,2010
0,the story of three loves,5.0,1,marzo,jueves,1953
0,suck,6.1,35,septiembre,viernes,2009
0,rare exports: a christmas tale,6.4,143,diciembre,viernes,2010
0,triple agent,5.8,6,marzo,miercoles,2004
0,western,5.3,3,mayo,viernes,1997
0,days and clouds,7.3,15,septiembre,miercoles,2007
0,secret ceremony,5.8,13,enero,miercoles,1968
0,buchanan rides alone,6.3,15,agosto,viernes,1958
0,cotton comes to harlem,6.7,13,mayo,miercoles,1970
0,dillinger is dead,6.5,13,febrero,martes,1969
0,the mirror,6.8,10,abril,martes,1997
0,illustrious corpses,6.5,10,febrero,jueves,1976
0,hands across the table,5.8,5,enero,viernes,1935
0,nightfall,6.8,14,mayo,lunes,1957
0,le beau serge,6.9,13,junio,viernes,1958
0,father of my children,6.8,19,diciembre,miercoles,2009
0,one fine spring day,7.0,13,septiembre,viernes,2001
0,the blossoming of maximo oliveros,7.3,8,julio,miercoles,2005
0,the silent world,5.9,11,agosto,miercoles,1956
0,the four troublesome heads,6.8,19,enero,sabado,1898
0,solo sunny,6.5,2,enero,viernes,1980
0,boy interrupted,6.2,10,enero,sabado,2009
0,caribe,5.0,1,enero,jueves,2004
0,rammbock: berlin undead,6.3,41,septiembre,jueves,2010
0,conversation piece,7.0,15,diciembre,martes,1974
52604,hatchet ii,5.6,91,agosto,jueves,2010
0,the master and margaret,5.8,4,julio,sabado,1972
0,all good things,5.9,294,diciembre,viernes,2010
0,night catches us,3.9,6,diciembre,viernes,2010
