presupuesto,id_pelicula,original_language,popularidad,fecha_de_estreno,ganancias,titulo_pelicula,vote_average,vote_count,mes_estreno,dia_semana,return_ROI,year_estreno
0,42529,Sh,2,1971-10-13,0,w.r. - mysteries of the organism,6.9,14,enero,miercoles,0.0,1971
75000000,6538,english,10,2007-12-19,119000410,charlie wilson's war,6.5,342,diciembre,miercoles,1.5867,2007
0,40682,english,5,1973-02-07,0,the train robbers,6.4,32,febrero,miercoles,0.0,1973
40000000,440,english,11,2007-12-25,41797064,aliens vs predator: requiem,4.9,758,diciembre,martes,1.0449,2007
35000000,6575,english,7,2007-12-21,18317152,walk hard: the dewey cox story,6.6,214,diciembre,viernes,0.5233,2007
8300000,19213,english,10,2006-12-01,0,pledge this!,2.7,34,diciembre,viernes,0.0,2006
0,19103,english,3,2006-01-01,0,as you like it,5.5,13,enero,domingo,0.0,2006
0,6076,De,6,2007-12-01,81303450,rabbit without ears,6.2,134,diciembre,sabado,0.0,2007
0,9546,english,5,1991-10-04,0,ricochet,5.9,81,enero,viernes,0.0,1991
0,40860,Pt,1,2006-09-27,0,drained,6.7,18,septiembre,miercoles,0.0,2006
15000000,14047,english,9,2007-12-27,30226144,the great debaters,6.9,153,diciembre,jueves,2.0151,2007
0,14118,english,2,2007-01-22,0,dedication,6.6,31,enero,lunes,0.0,2007
40000000,54318,english,5,2007-12-25,103071440,the water horse,6.3,293,diciembre,martes,2.5768,2007
0,69315,english,5,2007-12-18,0,battlestar galactica: razor,7.2,126,diciembre,martes,0.0,2007
0,45871,chino,2,1999-11-19,0,the mission,6.7,24,noviembre,viernes,0.0,1999
30000000,6023,english,10,2007-11-15,156835340,p.s. i love you,7.0,1011,noviembre,jueves,5.2278,2007
0,26990,english,1,2007-12-12,5800000,the perfect holiday,5.7,10,diciembre,miercoles,0.0,2007
0,28363,english,2,1954-05-19,0,the mad magician,7.1,13,mayo,miercoles,0.0,1954
0,17181,english,2,2007-02-10,0,nanking,7.6,14,febrero,sabado,0.0,2007
0,31068,english,1,2003-01-01,0,killing words,6.5,11,enero,miercoles,0.0,2003
0,60141,Pt,1,2001-10-29,0,lavoura arcaica,7.3,9,enero,lunes,0.0,2001
200000,32307,english,2,1964-11-14,0,santa claus conquers the martians,3.5,30,noviembre,sabado,0.0,1964
0,49367,Pt,2,2005-08-19,0,two sons of francisco,6.7,43,agosto,viernes,0.0,2005
0,28272,japonespanish,1,1958-09-07,0,equinox flower,6.8,15,septiembre,domingo,0.0,1958
0,4787,english,6,2007-06-18,0,cassandra's dream,6.1,219,junio,lunes,0.0,2007
0,33358,english,1,2005-04-29,152810,the mostly unfabulous social life of ethan green,5.3,11,abril,viernes,0.0,2005
2600000,7508,Hi,6,2007-12-21,28430000,taare zameen par,7.7,194,diciembre,viernes,10.9346,2007
0,20629,Cs,1,1964-10-16,0,lemonade joe,7.1,16,enero,viernes,0.0,1964
70000000,10253,Ko,6,2007-02-08,53587404,dragon wars: d-war,4.0,104,febrero,jueves,0.7655,2007
0,44434,english,1,2006-03-13,0,lol,6.6,8,marzo,lunes,0.0,2006
0,5259,He,9,2007-05-19,0,the band's visit,7.0,40,mayo,sabado,0.0,2007
0,47841,english,1,2007-06-27,0,in between days,5.7,7,junio,miercoles,0.0,2007
0,51992,english,1,1970-09-10,0,and soon the darkness,7.1,25,septiembre,jueves,0.0,1970
0,49717,english,1,2005-09-16,0,god save the king,6.9,8,septiembre,viernes,0.0,2005
60000000,2312,english,7,2007-11-29,0,in the name of the king: a dungeon siege tale,4.1,227,noviembre,jueves,0.0,2007
20000000,13195,english,6,2007-09-01,6819587,flawless,6.6,142,septiembre,sabado,0.341,2007
0,78705,english,1,2004-09-21,0,live-in maid,7.8,3,septiembre,martes,0.0,2004
0,30535,english,1,2006-05-05,0,along the ridge,7.3,10,mayo,viernes,0.0,2006
25000000,7191,english,13,2008-01-15,170764030,cloverfield,6.4,2297,enero,martes,6.8306,2008
0,12085,english,5,2008-01-17,0,mad money,5.9,146,enero,jueves,0.0,2008
15000000,24624,english,2,2006-04-25,0,the detonator,4.2,30,abril,martes,0.0,2006
12000000,4170,english,13,2007-01-23,0,trade,6.8,69,enero,martes,0.0,2007
25000000,13252,english,8,2007-09-11,0,cleaner,5.9,201,septiembre,martes,0.0,2007
0,42635,english,1,1968-01-01,0,"rachel, rachel",6.0,17,enero,lunes,0.0,1968
0,11908,english,9,2006-04-27,0,hatchet,5.7,161,abril,jueves,0.0,2006
10000000,15017,english,3,2007-12-21,0,blonde ambition,3.9,30,diciembre,viernes,0.0,2007
0,86241,english,1,1976-11-12,0,welcome to l.a.,5.5,4,noviembre,viernes,0.0,1976
2600000,8875,english,2,2007-12-07,0,timber falls,5.2,38,diciembre,viernes,0.0,2007
0,18290,english,1,2007-03-10,0,arranged,6.0,13,marzo,sabado,0.0,2007
0,10247,english,4,2007-11-23,0,he was a quiet man,6.5,83,noviembre,viernes,0.0,2007
0,3575,english,1,1939-12-02,0,the return of doctor x,5.6,7,diciembre,sabado,0.0,1939
0,28303,english,3,1970-06-12,0,the cheyenne social club,6.0,15,junio,viernes,0.0,1970
293000,27507,english,1,1928-04-14,0,"laugh, clown, laugh",6.4,7,abril,sabado,0.0,1928
0,71068,english,1,1924-08-24,0,the iron horse,7.1,11,agosto,domingo,0.0,1924
0,25078,japonespanish,1,2001-02-21,0,cat soup,7.4,27,febrero,miercoles,0.0,2001
0,14069,japonespanish,12,2006-07-15,3800000,the girl who leapt through time,7.8,435,julio,sabado,0.0,2006
0,15053,english,1,2007-11-29,0,sex and breakfast,4.9,11,noviembre,jueves,0.0,2007
0,81522,Italiano,1,1972-12-07,0,what?,6.1,23,diciembre,jueves,0.0,1972
20000000,6933,english,11,2008-01-04,0,one missed call,4.7,174,enero,viernes,0.0,2008
0,14423,english,7,2008-01-11,38804616,first sunday,5.3,40,enero,viernes,0.0,2008
35000000,8090,english,8,2008-01-22,32483410,untraceable,5.9,241,enero,martes,0.9281,2008
50000000,7555,english,10,2008-01-24,113244290,rambo,6.4,1009,enero,jueves,2.2649,2008
0,16988,english,1,2008-01-25,0,how she move,3.0,6,enero,viernes,0.0,2008
30000000,7278,english,6,2008-01-24,84646830,meet the spartans,3.8,370,enero,jueves,2.8216,2008
12000000,9030,english,8,2008-02-01,56309770,the eye,5.5,284,febrero,viernes,4.6925,2008
0,14220,english,5,2008-02-01,6575282,strange wilderness,4.7,70,febrero,viernes,0.0,2008
10000000,13160,english,5,2008-02-01,0,over her dead body,5.3,147,febrero,viernes,0.0,2008
0,10834,De,6,1976-03-04,0,kings of the road,7.1,11,marzo,jueves,0.0,1976
50000,13059,english,11,2007-02-22,249905,the signal,5.9,85,febrero,jueves,4.9981,2007
85000000,11253,english,12,2008-07-11,160388060,hellboy ii: the golden army,6.5,1555,julio,viernes,1.8869,2008
0,38007,english,1,2006-01-01,0,ira & abby,5.8,9,enero,domingo,0.0,2006
15000000,8321,english,10,2008-02-08,34533784,in bruges,7.4,1414,febrero,viernes,2.3023,2008
0,17665,english,2,1968-01-01,0,the shoes of the fisherman,6.1,10,enero,lunes,0.0,1968
0,4034,Francespanish,3,1964-02-05,0,that man from rio,7.1,32,febrero,miercoles,0.0,1964
68000,1479,english,3,1993-09-05,0,"clean, shaven",7.0,24,septiembre,domingo,0.0,1993
0,53094,De,5,1973-10-14,0,world on a wire,7.2,33,enero,domingo,0.0,1973
0,59474,Pt,2,2004-06-11,0,cazuza: time doesn't stop,6.9,34,junio,viernes,0.0,2004
0,7973,arabe,5,2007-07-01,0,caramel,6.8,53,julio,domingo,0.0,2007
0,15020,english,2,2007-02-11,0,poor boy's game,5.4,6,febrero,domingo,0.0,2007
4000000,13054,english,11,2007-09-07,0,rise of the footsoldier,6.8,80,septiembre,viernes,0.0,2007
0,18893,english,2,2007-05-18,0,joe strummer: the future is unwritten,7.3,20,mayo,viernes,0.0,2007
1500000,55294,english,1,2006-11-12,0,canvas,6.1,5,noviembre,domingo,0.0,2006
0,43691,english,1,1934-09-06,0,the count of monte cristo,5.6,14,septiembre,jueves,0.0,1934
0,7839,english,6,2006-09-09,0,wedding daze,5.2,96,septiembre,sabado,0.0,2006
0,77245,english,3,1936-02-28,0,the prisoner of shark island,7.0,12,febrero,viernes,0.0,1936
7000000,19384,english,8,1990-01-26,9229401,dark angel,5.5,75,enero,viernes,1.3185,1990
0,13121,english,7,2007-01-19,0,teeth,5.2,213,enero,viernes,0.0,2007
0,46885,english,3,1982-05-21,0,visiting hours,5.4,22,mayo,viernes,0.0,1982
0,13315,japonespanish,2,2006-08-26,0,"big bang love, juvenile a",6.5,18,agosto,sabado,0.0,2006
0,42041,japonespanish,1,2005-06-04,0,noriko's dinner table,6.8,34,junio,sabado,0.0,2005
35000000,13490,english,4,2008-02-08,43650784,welcome home roscoe jenkins,5.7,58,febrero,viernes,1.2472,2008
70000000,8676,english,9,2008-02-07,111231040,fool's gold,5.4,454,febrero,jueves,1.589,2008
0,43705,english,2,1941-04-12,0,the great lie,6.1,11,abril,sabado,0.0,1941
0,12855,english,5,2007-04-27,0,blue state,6.2,13,abril,viernes,0.0,2007
15000000,37003,english,1,2007-05-19,22730842,u2 3d,6.7,10,mayo,sabado,1.5154,2007
0,15030,english,6,2006-12-15,0,deep water,6.7,13,diciembre,viernes,0.0,2006
0,12167,No,1,2006-11-03,0,the art of negative thinking,7.0,6,noviembre,viernes,0.0,2006
0,28093,english,1,1942-09-16,0,in which we serve,6.6,18,septiembre,miercoles,0.0,1942
0,48131,english,5,1978-01-01,0,the shout,6.4,22,enero,domingo,0.0,1978
85000000,8247,english,11,2008-02-10,222231180,jumper,5.9,1855,febrero,domingo,2.6145,2008
0,7992,english,1,2007-09-01,0,it's a free world...,6.1,23,septiembre,sabado,0.0,2007
0,14105,english,1,2007-12-11,0,already dead,4.4,6,diciembre,martes,0.0,2007
0,8390,english,13,2008-02-08,55447970,"definitely, maybe",6.7,638,febrero,viernes,0.0,2008
0,21490,japonespanish,2,1955-11-22,0,i live in fear,6.8,20,noviembre,martes,0.0,1955
0,13641,english,9,2007-02-07,0,the air i breathe,6.1,115,febrero,miercoles,0.0,2007
0,18652,english,1,2006-08-07,0,street thief,6.3,11,agosto,lunes,0.0,2006
0,125742,Francespanish,1,2004-06-02,0,the 10th district court: moments of trial,6.5,2,junio,miercoles,0.0,2004
40000000,7461,english,7,2008-02-01,151161490,vantage point,6.3,731,febrero,viernes,3.779,2008
90000000,8204,english,11,2008-02-14,162839660,the spiderwick chronicles,6.3,593,febrero,jueves,1.8093,2008
23000000,8328,english,8,2008-02-14,150816700,step up 2: the streets,6.5,658,febrero,jueves,6.5572,2008
8376800,14073,Hi,12,2008-02-15,13000000,jodhaa akbar,7.6,74,febrero,viernes,1.5519,2008
0,12650,Ko,3,2000-09-09,0,il mare,7.3,31,septiembre,sabado,0.0,2000
0,72602,english,1,1930-10-12,0,up the river,5.7,6,enero,domingo,0.0,1930
0,15365,english,9,2008-02-22,0,witless protection,3.9,27,febrero,viernes,0.0,2008
35000000,12184,english,10,2008-02-28,0,the other boleyn girl,6.4,498,febrero,jueves,0.0,2008
0,13260,english,7,2008-02-28,33472850,semi-pro,5.4,255,febrero,jueves,0.0,2008
10000000,7942,english,12,2007-09-06,33000000,"run, fatboy, run",6.2,241,septiembre,jueves,3.3,2007
0,36091,japonespanish,1,2004-05-08,0,crying out love in the center of the world,6.9,15,mayo,sabado,0.0,2004
1000000,13362,english,6,2007-04-30,274661,taxi to the dark side,6.6,53,abril,lunes,0.2747,2007
0,10844,english,1,2006-10-12,0,out of the blue,5.9,18,enero,jueves,0.0,2006
0,21043,espanish,3,2005-09-22,0,the method,6.8,38,septiembre,jueves,0.0,2005
0,23312,english,2,1977-01-01,0,which way is up?,6.1,11,enero,sabado,0.0,1977
0,11161,english,4,2007-01-21,0,grace is gone,6.1,32,enero,domingo,0.0,2007
0,6473,english,6,2005-01-01,0,the marksman,3.9,25,enero,sabado,0.0,2005
0,33034,english,1,1943-01-28,0,keeper of the flame,7.3,6,enero,jueves,0.0,1943
0,38804,english,1,1948-06-07,0,the emperor waltz,6.0,1,junio,lunes,0.0,1948
0,21373,english,3,2007-01-01,0,descent,3.7,16,enero,lunes,0.0,2007
0,13493,english,7,2008-03-07,68397660,college road trip,5.0,91,marzo,viernes,0.0,2008
20000000,8848,english,9,2008-02-28,64822796,the bank job,6.6,708,febrero,jueves,3.2411,2008
30000000,13460,english,13,2008-03-14,22211426,doomsday,5.8,374,marzo,viernes,0.7404,2008
85000000,12222,english,8,2008-03-03,297138020,horton hears a who!,6.3,927,marzo,lunes,3.4957,2008
15000000,8461,english,7,2007-10-20,7938872,funny games,6.3,562,enero,sabado,0.5293,2007
0,7862,De,10,2007-02-09,0,the counterfeiters,7.3,145,febrero,viernes,0.0,2007
18000000,12246,ruso,6,2007-09-20,26527510,mongol: the rise of genghis khan,6.5,165,septiembre,jueves,1.4738,2007
0,16666,english,1,2007-11-09,0,war dance,7.3,3,noviembre,viernes,0.0,2007
62000000,12177,english,6,2008-06-20,41819064,the love guru,4.3,243,junio,viernes,0.6745,2008
0,15511,english,2,2008-01-11,0,veggietales: the pirates who don't do anything,5.9,25,enero,viernes,0.0,2008
2000000,13025,english,12,2007-09-08,5364858,diary of the dead,5.4,194,septiembre,sabado,2.6824,2007
8000000,2239,english,9,2007-02-16,60641,hallam foe,6.8,51,febrero,viernes,0.0076,2007
15000000,7985,english,13,2006-03-01,0,penelope,6.5,409,marzo,miercoles,0.0,2006
0,7343,Pt,4,2007-08-31,307076,city of men,6.6,66,agosto,viernes,0.0,2007
0,28816,english,1,2007-01-01,0,chicago 10,6.6,5,enero,lunes,0.0,2007
0,14066,english,1,2007-05-19,0,"romulus, my father",6.0,13,mayo,sabado,0.0,2007
0,37300,english,1,1948-05-15,0,the woman in white,5.1,6,mayo,sabado,0.0,1948
7000000,13016,english,5,2007-06-01,0,zeitgeist,7.0,173,junio,viernes,0.0,2007
0,10797,Da,2,2004-04-02,0,terkel in trouble,6.8,24,abril,viernes,0.0,2004
1800000,6391,He,1,2007-05-05,0,jellyfish,6.4,10,mayo,sabado,0.0,2007
3500000,14011,english,7,2008-02-26,5231128,justice league: the new frontier,6.6,115,febrero,martes,1.4946,2008
0,29004,Hu,1,2004-12-09,0,the district,5.3,5,diciembre,jueves,0.0,2004
0,18586,english,1,2006-09-02,0,the hottest state,5.3,6,septiembre,sabado,0.0,2006
0,13196,english,5,2007-09-07,0,then she found me,5.4,51,septiembre,viernes,0.0,2007
0,3764,japonespanish,2,1960-11-23,0,the naked island,7.6,29,noviembre,miercoles,0.0,1960
0,14793,english,2,2007-09-27,0,sigur ros: heima,8.0,22,septiembre,jueves,0.0,2007
25000000,8944,english,11,2008-10-17,6673422,what just happened,5.2,128,enero,viernes,0.2669,2008
12000000,15124,english,2,2005-12-26,0,a little trip to heaven,5.2,21,diciembre,lunes,0.0,2005
16500000,33166,english,3,1969-11-06,0,downhill racer,6.1,24,noviembre,jueves,0.0,1969
2349352,45757,english,1,2007-08-19,0,saving sarah cain,5.5,4,agosto,domingo,0.0,2007
2000000,28260,english,10,1993-10-01,54207,return of the living dead 3,5.9,88,enero,viernes,0.0271,1993
0,12178,english,5,2008-03-07,16051363,miss pettigrew lives for a day,6.8,100,marzo,viernes,0.0,2008
0,14054,english,5,2008-03-07,414404,snow angels,6.3,50,marzo,viernes,0.0,2008
12000000,8060,english,2,2007-09-12,0,married life,6.1,38,septiembre,miercoles,0.0,2007
0,22551,english,2,2007-06-11,0,believers,4.5,13,junio,lunes,0.0,2007
0,43797,english,1,1941-08-29,0,sun valley serenade,6.0,3,agosto,viernes,0.0,1941
22500,383,english,3,1986-02-05,0,mala noche,6.0,20,febrero,miercoles,0.0,1986
0,12453,Francespanish,1,2004-03-10,0,stupid boy,4.4,9,marzo,miercoles,0.0,2004
0,28205,Et,4,2007-03-16,0,the class,7.6,54,marzo,viernes,0.0,2007
185000000,155,english,123,2008-07-16,1004558460,the dark knight,8.3,12269,julio,miercoles,5.43,2008
50000,29369,Francespanish,1,1966-12-03,0,made in u.s.a,6.5,16,diciembre,sabado,0.0,1966
0,29907,english,1,1985-01-01,0,restless natives,6.3,8,enero,martes,0.0,1985
0,36527,english,1,1983-08-11,0,phar lap,7.3,9,agosto,jueves,0.0,1983
16000000,18070,english,10,2005-01-01,0,black dawn,3.6,21,enero,sabado,0.0,2005
0,14014,english,1,2007-04-01,0,the hammer,6.5,15,abril,domingo,0.0,2007
20000000,8456,english,15,2008-03-04,41627430,never back down,6.5,511,marzo,martes,2.0814,2008
0,22521,english,1,2007-06-06,0,terror's advocate,6.7,11,junio,miercoles,0.0,2007
0,42536,Francespanish,2,1927-11-14,0,napoleon,7.9,28,noviembre,lunes,0.0,1927
0,13688,chino,6,2008-01-30,47301470,cj7,6.1,110,enero,miercoles,0.0,2008
40000000,8457,english,8,2008-03-20,0,drillbit taylor,5.5,284,marzo,jueves,0.0,2008
0,32579,espanish,2,2008-03-20,23311392,under the same moon,7.0,28,marzo,jueves,0.0,2008
0,11534,Th,1,2005-04-29,0,tropical malady,6.6,26,abril,viernes,0.0,2005
0,18633,english,11,2007-02-10,27769,slipstream,5.5,22,febrero,sabado,0.0,2007
0,19333,japonespanish,2,1975-03-15,0,terror of mechagodzilla,5.6,23,marzo,sabado,0.0,1975
0,31409,english,1,1931-08-01,0,the smiling lieutenant,6.6,14,agosto,sabado,0.0,1931
24000000,13495,espanish,5,2006-09-01,23321954,alatriste,5.6,62,septiembre,viernes,0.9717,2006
300000,27323,english,2,1983-03-04,3952448,joysticks,5.2,14,marzo,viernes,13.1748,1983
4500000,22060,english,1,2005-08-12,0,spirit trap,4.1,8,agosto,viernes,0.0,2005
0,511,Pl,1,1975-02-21,0,the promised land,7.0,10,febrero,viernes,0.0,1975
0,7797,english,4,2007-10-26,0,youth without youth,6.5,47,enero,viernes,0.0,2007
0,8093,english,1,2006-08-31,0,khadak,6.6,5,agosto,jueves,0.0,2006
7000000,12890,english,4,2008-04-11,10569964,smart people,5.8,74,abril,viernes,1.51,2008
0,15185,english,2,2005-12-07,0,pierrepoint: the last hangman,7.7,16,diciembre,miercoles,0.0,2005
0,60612,Francespanish,1,1983-12-21,0,le bal,7.4,12,diciembre,miercoles,0.0,1983
0,31421,english,1,2006-04-11,0,the gymnast,7.5,8,abril,martes,0.0,2006
0,24411,english,3,2008-03-04,0,the shepherd: border patrol,5.1,30,marzo,martes,0.0,2008
58000000,4942,english,9,2008-03-24,41299492,leatherheads,5.7,131,marzo,lunes,0.7121,2008
16000000,14044,english,7,2007-10-09,34786960,assembly,7.1,35,enero,martes,2.1742,2007
40000000,11483,english,4,1986-05-08,1641825,pirates,6.2,47,mayo,jueves,0.041,1986
0,36223,japonespanish,1,2004-01-30,0,zebraman,6.8,25,enero,viernes,0.0,2004
0,25904,Cs,2,1967-11-24,0,marketa lazarova,8.0,32,noviembre,viernes,0.0,1967
25000000,8988,english,5,2008-03-28,11207130,stop-loss,6.1,84,marzo,viernes,0.4483,2008
0,7944,english,2,2008-02-07,0,shine a light,7.2,45,febrero,jueves,0.0,2008
0,18031,english,2,2007-01-23,0,dark matter,6.4,16,enero,martes,0.0,2007
0,18218,english,1,2008-01-01,0,the business of being born,7.3,13,enero,martes,0.0,2008
0,46982,Cs,1,1964-04-16,0,black peter,7.3,10,abril,jueves,0.0,1964
0,13317,espanish,2,2007-04-17,0,the aerial,7.1,19,abril,martes,0.0,2007
0,14272,english,1,1982-01-01,0,chan is missing,7.5,6,enero,viernes,0.0,1982
0,35760,Hu,1,2006-01-15,0,white palms,7.4,7,enero,domingo,0.0,2006
0,16283,Hi,2,2007-11-07,0,saawariya,5.5,25,noviembre,miercoles,0.0,2007
6000000,7351,english,2,2008-02-09,1300000,julia,7.2,23,febrero,sabado,0.2167,2008
0,8281,Francespanish,2,2008-01-18,0,i always wanted to be a gangster,7.3,22,enero,viernes,0.0,2008
0,8267,espanish,2,2007-05-21,0,the pope's toilet,6.8,14,mayo,lunes,0.0,2007
3000000,13312,Francespanish,8,2007-06-13,0,inside,6.7,152,junio,miercoles,0.0,2007
37000000,10488,english,8,2008-04-03,100076344,nim's island,5.6,341,abril,jueves,2.7048,2008
8000000,11152,english,7,2008-04-02,0,the ruins,5.6,270,abril,miercoles,0.0,2008
0,15260,english,1,2007-09-07,0,joy division,7.7,22,septiembre,viernes,0.0,2007
0,18181,english,1,2007-01-20,0,manda bala (send a bullet),5.4,5,enero,sabado,0.0,2007
30000000,9870,english,15,2008-04-17,105173110,forgetting sarah marshall,6.4,1194,abril,jueves,3.5058,2008
0,14424,english,4,2007-06-15,0,sex and death 101,5.6,67,junio,viernes,0.0,2007
35000000,11918,english,8,2008-03-27,25871834,superhero movie,4.9,394,marzo,jueves,0.7392,2008
20000000,1266,english,13,2008-04-10,65569868,street kings,6.3,369,abril,jueves,3.2785,2008
12000000,13335,english,13,2008-04-25,43493124,harold & kumar escape from guantanamo bay,6.2,508,abril,viernes,3.6244,2008
0,12156,english,2,2006-09-01,0,private property,6.4,9,septiembre,viernes,0.0,2006
120000000,7459,english,7,2008-05-09,93945770,speed racer,5.7,359,mayo,viernes,0.7829,2008
0,9997,Ab,4,2007-11-15,0,gabriel,5.0,77,noviembre,jueves,0.0,2007
0,28704,english,2,2008-07-04,0,diminished capacity,6.2,3,julio,viernes,0.0,2008
0,38376,Francespanish,1,2003-09-11,0,nathalie...,6.1,16,septiembre,jueves,0.0,2003
0,8319,english,4,2007-01-25,0,chapter 27,5.7,70,enero,jueves,0.0,2007
55000000,1729,english,7,2008-04-18,127906620,the forbidden kingdom,6.3,476,abril,viernes,2.3256,2008
0,12179,english,1,2008-01-21,0,where in the world is osama bin laden?,6.4,19,enero,lunes,0.0,2008
8000000,13079,english,13,2007-09-08,0,the life before her eyes,6.1,88,septiembre,sabado,0.0,2007
0,24701,english,5,2006-05-09,0,"puff, puff, pass",6.1,12,mayo,martes,0.0,2006
0,28131,english,1,1972-11-01,0,pulp,6.3,8,noviembre,miercoles,0.0,1972
38000000,14324,english,6,2007-12-17,5410749,virgin territory,4.3,75,diciembre,lunes,0.1424,2007
0,10503,english,11,2008-04-18,18130888,happy-go-lucky,6.4,130,abril,viernes,0.0,2008
0,13007,english,9,2008-10-01,0,religulous,7.2,200,enero,miercoles,0.0,2008
0,9017,english,5,2007-03-11,0,outpost,6.0,79,marzo,domingo,0.0,2007
0,25119,english,1,2006-09-12,0,are you scared?,3.5,11,septiembre,martes,0.0,2006
0,38163,english,1,2006-09-01,0,bernard and doris,6.4,22,septiembre,viernes,0.0,2006
4000000,13258,english,7,2007-01-22,6870249,son of rambow,6.7,146,enero,lunes,1.7176,2007
0,14236,english,11,2007-10-13,0,super high me,5.9,71,enero,sabado,0.0,2007
0,13784,english,1,1940-04-12,0,black friday,6.5,7,abril,viernes,0.0,1940
0,27918,english,1,1936-01-20,0,the invisible ray,6.2,11,enero,lunes,0.0,1936
0,28435,english,3,1932-02-21,0,murders in the rue morgue,6.0,20,febrero,domingo,0.0,1932
0,31604,english,1,1975-12-19,0,the killer elite,5.8,24,diciembre,viernes,0.0,1975
0,38661,english,2,1936-11-06,0,tarzan escapes,6.3,14,noviembre,viernes,0.0,1936
0,40044,english,2,1939-06-16,0,tarzan finds a son!,5.8,22,junio,viernes,0.0,1939
0,40214,english,1,1941-12-01,0,tarzan's secret treasure,5.5,13,diciembre,lunes,0.0,1941
0,40045,english,4,1942-05-01,0,tarzan's new york adventure,5.7,21,mayo,viernes,0.0,1942
0,1810,english,6,1952-02-07,0,viva zapata!,6.6,41,febrero,jueves,0.0,1952
500000,47120,De,1,2004-12-03,0,antares,5.7,15,diciembre,viernes,0.0,2004
0,7861,english,9,2006-09-12,0,outsourced,6.3,58,septiembre,martes,0.0,2006
25000000,13018,english,8,2008-04-24,17741298,deception,5.7,200,abril,jueves,0.7097,2008
30000000,8780,english,11,2008-04-23,63833450,baby mama,5.8,205,abril,miercoles,2.1278,2008
8000000,10886,Italiano,4,2006-10-09,0,the unknown woman,7.1,49,enero,lunes,0.0,2006
0,13650,english,4,2006-09-26,0,delirious,6.7,18,septiembre,martes,0.0,2006
0,29291,De,3,2006-03-03,0,klimt,5.5,20,marzo,viernes,0.0,2006
3500000,13359,english,2,2008-04-18,7700000,expelled: no intelligence allowed,4.1,33,abril,viernes,2.2,2008
0,26232,english,1,2005-04-20,0,viva cuba,7.1,9,abril,miercoles,0.0,2005
0,8617,english,7,2008-04-10,14796236,prom night,4.8,170,abril,jueves,0.0,2008
7000000,6967,De,1,2005-09-14,0,the white massai,6.4,18,septiembre,miercoles,0.0,2005
140000000,1726,english,22,2008-04-30,585174200,iron man,7.4,8951,abril,miercoles,4.1798,2008
0,22194,Da,1,1999-06-25,0,possessed,6.0,3,junio,viernes,0.0,1999
40000000,10761,english,6,2008-05-02,84601680,made of honor,6.0,410,mayo,viernes,2.115,2008
7000000,12400,english,5,2008-04-07,0,redbelt,6.4,77,abril,lunes,0.0,2008
0,16135,english,2,2008-12-17,0,mister lonely,6.6,21,diciembre,miercoles,0.0,2008
0,14000,english,6,2007-09-21,0,anamorph,5.0,49,septiembre,viernes,0.0,2007
600000,43664,english,1,2001-04-21,1023156,"the bread, my sweet",5.0,6,abril,sabado,1.7053,2001
25000000,8681,english,16,2008-02-18,226830560,taken,7.2,4444,febrero,lunes,9.0732,2008
0,16450,english,3,2008-03-28,0,hero wanted,5.3,36,marzo,viernes,0.0,2008
3000000,12198,Francespanish,2,2007-05-17,0,flight of the red balloon,6.1,15,mayo,jueves,0.0,2007
0,14784,english,16,2008-01-03,3669465,the fall,7.7,430,enero,jueves,0.0,2008
7000000,13001,english,9,2008-03-11,8900000,stargate: the ark of truth,6.9,143,marzo,martes,1.2714,2008
0,13412,english,2,2007-01-01,0,walk all over me,6.4,9,enero,lunes,0.0,2007
0,13162,english,4,2006-07-28,834457,blind dating,6.0,51,julio,viernes,0.0,2006
5000000,13243,english,6,2007-09-07,346592,meet bill,5.9,89,septiembre,viernes,0.0693,2007
2000000,13008,english,7,2007-07-27,0,an american crime,7.3,165,julio,viernes,0.0,2007
35000000,9029,Da,10,2008-05-07,170000000,what happens in vegas,5.8,949,mayo,miercoles,4.8571,2008
0,15957,Da,1,2007-10-26,0,white night,5.3,6,enero,viernes,0.0,2007
0,8277,english,8,2007-12-10,0,american pie presents: beta house,5.4,480,diciembre,lunes,0.0,2007
0,17106,english,2,2007-04-30,0,numb,5.3,26,abril,lunes,0.0,2007
0,12586,english,2,2006-09-09,0,bella,6.7,37,septiembre,sabado,0.0,2006
0,41648,english,1,1993-06-06,0,fiorile,7.0,6,junio,domingo,0.0,1993
0,3014,english,5,1953-11-18,0,the man between,7.3,8,noviembre,miercoles,0.0,1953
0,43822,english,1,1940-01-22,0,the stars look down,6.3,3,enero,lunes,0.0,1940
0,16042,english,2,2006-06-14,0,a/k/a tommy chong,7.3,11,junio,miercoles,0.0,2006
225000000,2454,english,12,2008-05-15,419651420,the chronicles of narnia: prince caspian,6.3,1668,mayo,jueves,1.8651,2008
0,12197,No,2,2006-07-03,0,reprise,6.8,29,julio,lunes,0.0,2006
0,32684,english,1,1949-08-06,0,the window,7.3,11,agosto,sabado,0.0,1949
0,25527,english,2,2006-08-13,0,the ron clark story,7.0,19,agosto,domingo,0.0,2006
0,17483,english,8,2007-06-16,0,shelter,7.8,100,junio,sabado,0.0,2007
0,14530,english,6,2008-06-03,0,american crude,2.4,8,junio,martes,0.0,2008
0,21182,english,2,2008-10-02,0,young @ heart,7.6,20,enero,jueves,0.0,2008
5000000,13191,english,5,2008-04-28,1296184,"war, inc.",5.6,86,abril,lunes,0.2592,2008
